item,date,category,qty,member_base_unit,actual_qty_in_base_unit
5lb Bag - Cardinal - Whole Bean,2025-09-10,Hot Coffee,112.0,Bags - 5lbs,1.70089992
5lb Bag - Cardinal - Whole Bean,2025-09-11,Iced Coffee,133.0,Bags - 5lbs,3.29554219
5lb Bag - Cardinal - Whole Bean,2025-09-12,Iced Coffee,125.0,Bags - 5lbs,2.40353451
5lb Bag - Cardinal - Whole Bean,2025-09-13,Iced Coffee,144.0,Bags - 5lbs,2.81471109
5lb Bag - Cardinal - Whole Bean,2025-09-14,Iced Coffee,172.0,Bags - 5lbs,3.59708501
5lb Bag - Cardinal - Whole Bean,2025-09-15,Iced Coffee,127.0,Bags - 5lbs,1.8695494799999999
5lb Bag - Cardinal - Whole Bean,2025-09-16,Iced Coffee,138.0,Bags - 5lbs,2.51472825
5lb Bag - Cardinal - Whole Bean,2025-09-17,Blended Drinks,109.0,Bags - 5lbs,2.71664256
5lb Bag - Cardinal - Whole Bean,2025-09-18,Blended Drinks,134.0,Bags - 5lbs,2.54834806
5lb Bag - Cardinal - Whole Bean,2025-09-19,Iced Coffee,135.0,Bags - 5lbs,2.44002265
5lb Bag - Cardinal - Whole Bean,2025-09-20,Iced Coffee,164.0,Bags - 5lbs,2.91233883
5lb Bag - Cardinal - Whole Bean,2025-09-21,Iced Coffee,126.0,Bags - 5lbs,2.20481015
5lb Bag - Cardinal - Whole Bean,2025-09-22,Iced Coffee,101.0,Bags - 5lbs,1.47770769
5lb Bag - Cardinal - Whole Bean,2025-09-23,Iced Coffee,118.0,Bags - 5lbs,2.30869554
5lb Bag - Cardinal - Whole Bean,2025-09-24,Blended Drinks,118.0,Bags - 5lbs,1.90965063
5lb Bag - Cardinal - Whole Bean,2025-09-25,Blended Drinks,107.0,Bags - 5lbs,2.10932089
5lb Bag - Cardinal - Whole Bean,2025-09-26,Iced Coffee,143.0,Bags - 5lbs,3.49379236
5lb Bag - Cardinal - Whole Bean,2025-09-27,Iced Coffee,171.0,Bags - 5lbs,3.52628541
5lb Bag - Cardinal - Whole Bean,2025-09-28,Iced Coffee,178.0,Bags - 5lbs,4.17342228
5lb Bag - Cardinal - Whole Bean,2025-09-29,Iced Coffee,87.0,Bags - 5lbs,1.51340371
5lb Bag - Cardinal - Whole Bean,2025-09-30,Iced Coffee,99.0,Bags - 5lbs,1.71960975
5lb Bag - Cardinal - Whole Bean,2025-10-01,Iced Coffee,92.0,Bags - 5lbs,1.55091465
5lb Bag - Cardinal - Whole Bean,2025-10-02,Iced Coffee,117.0,Bags - 5lbs,1.72199966
5lb Bag - Cardinal - Whole Bean,2025-10-03,Blended Drinks,111.0,Bags - 5lbs,1.72858511
5lb Bag - Cardinal - Whole Bean,2025-10-04,Iced Coffee,178.0,Bags - 5lbs,3.33075892
5lb Bag - Cardinal - Whole Bean,2025-10-05,Iced Coffee,147.0,Bags - 5lbs,4.03758375
5lb Bag - Cardinal - Whole Bean,2025-10-06,Iced Coffee,96.0,Bags - 5lbs,1.20277049
5lb Bag - Cardinal - Whole Bean,2025-10-07,Blended Drinks,95.0,Bags - 5lbs,1.58335433
5lb Bag - Cardinal - Whole Bean,2025-10-08,Iced Coffee,109.0,Bags - 5lbs,2.14021308
5lb Bag - Cardinal - Whole Bean,2025-10-09,Iced Coffee,146.0,Bags - 5lbs,2.73463133
5lb Bag - Cardinal - Whole Bean,2025-10-10,Iced Coffee,127.0,Bags - 5lbs,2.20803699
5lb Bag - Cardinal - Whole Bean,2025-10-11,Iced Coffee,172.0,Bags - 5lbs,3.2790838
5lb Bag - Cardinal - Whole Bean,2025-10-12,Iced Coffee,94.0,Bags - 5lbs,1.27062278
5lb Bag - Cardinal - Whole Bean,2025-10-13,Iced Coffee,86.0,Bags - 5lbs,2.1607381599999997
5lb Bag - Cardinal - Whole Bean,2025-10-14,Iced Coffee,80.0,Bags - 5lbs,1.53485287
5lb Bag - Cardinal - Whole Bean,2025-10-15,Iced Coffee,87.0,Bags - 5lbs,1.88058068
5lb Bag - Cardinal - Whole Bean,2025-10-16,Iced Coffee,99.0,Bags - 5lbs,1.48697565
5lb Bag - Cardinal - Whole Bean,2025-10-17,Iced Coffee,100.0,Bags - 5lbs,1.2656551
5lb Bag - Cardinal - Whole Bean,2025-10-18,Iced Coffee,179.0,Bags - 5lbs,3.22690998
5lb Bag - Cardinal - Whole Bean,2025-10-19,Iced Coffee,102.0,Bags - 5lbs,1.9640080199999999
5lb Bag - Cardinal - Whole Bean,2025-10-20,Iced Coffee,84.0,Bags - 5lbs,1.01134981
5lb Bag - Cardinal - Whole Bean,2025-10-21,Iced Coffee,106.0,Bags - 5lbs,1.55132172
5lb Bag - Cardinal - Whole Bean,2025-10-22,Iced Coffee,95.0,Bags - 5lbs,1.30407004
5lb Bag - Cardinal - Whole Bean,2025-10-23,Iced Coffee,105.0,Bags - 5lbs,1.40377423
5lb Bag - Cardinal - Whole Bean,2025-10-24,Iced Coffee,108.0,Bags - 5lbs,1.81832152
5lb Bag - Cardinal - Whole Bean,2025-10-25,Iced Coffee,155.0,Bags - 5lbs,2.49523831
5lb Bag - Cardinal - Whole Bean,2025-10-26,Iced Coffee,103.0,Bags - 5lbs,1.46125994
5lb Bag - Cardinal - Whole Bean,2025-10-27,Iced Coffee,93.0,Bags - 5lbs,1.17848226
5lb Bag - Cardinal - Whole Bean,2025-10-28,Iced Coffee,92.0,Bags - 5lbs,1.31535929
5lb Bag - Cardinal - Whole Bean,2025-10-29,Blended Drinks,110.0,Bags - 5lbs,1.56240381
5lb Bag - Cardinal - Whole Bean,2025-10-30,Iced Coffee,102.0,Bags - 5lbs,1.83260591
5lb Bag - Cardinal - Whole Bean,2025-10-31,Iced Coffee,101.0,Bags - 5lbs,1.31595324
5lb Bag - Cardinal - Whole Bean,2025-11-01,Iced Coffee,182.0,Bags - 5lbs,3.45106766
5lb Bag - Cardinal - Whole Bean,2025-11-02,Blended Drinks,112.0,Bags - 5lbs,1.82687144
5lb Bag - Cardinal - Whole Bean,2025-11-03,Blended Drinks,82.0,Bags - 5lbs,1.3778686199999999
5lb Bag - Cardinal - Whole Bean,2025-11-04,Blended Drinks,115.0,Bags - 5lbs,1.99970798
5lb Bag - Cardinal - Whole Bean,2025-11-05,Iced Coffee,106.0,Bags - 5lbs,1.75603772
5lb Bag - Cardinal - Whole Bean,2025-11-06,Iced Coffee,125.0,Bags - 5lbs,2.14620137
5lb Bag - Cardinal - Whole Bean,2025-11-07,Iced Coffee,119.0,Bags - 5lbs,2.01609133
5lb Bag - Cardinal - Whole Bean,2025-11-08,Iced Coffee,174.0,Bags - 5lbs,4.15446462
5lb Bag - Cardinal - Whole Bean,2025-11-09,Iced Coffee,104.0,Bags - 5lbs,1.30809527
5lb Bag - Cardinal - Whole Bean,2025-11-10,Iced Coffee,94.0,Bags - 5lbs,1.19445329
5lb Bag - Cardinal - Whole Bean,2025-11-11,Other Beverages,86.0,Bags - 5lbs,1.09157777
5lb Bag - Cardinal - Whole Bean,2025-11-12,Iced Coffee,76.0,Bags - 5lbs,0.8159192200000001
5lb Bag - Cardinal - Whole Bean,2025-11-13,Iced Coffee,82.0,Bags - 5lbs,1.35358564
5lb Bag - Cardinal - Whole Bean,2025-11-14,Iced Coffee,77.0,Bags - 5lbs,1.12347842
5lb Bag - Cardinal - Whole Bean,2025-11-15,Iced Coffee,150.0,Bags - 5lbs,3.17080125
5lb Bag - Cardinal - Whole Bean,2025-11-16,Iced Coffee,77.0,Bags - 5lbs,1.01627287
5lb Bag - Cardinal - Whole Bean,2025-11-17,Iced Coffee,80.0,Bags - 5lbs,0.93097283
5lb Bag - Cardinal - Whole Bean,2025-11-18,Other Beverages,99.0,Bags - 5lbs,1.61355113
5lb Bag - Cardinal - Whole Bean,2025-11-19,Other Beverages,81.0,Bags - 5lbs,1.51413264
5lb Bag - Cardinal - Whole Bean,2025-11-20,Iced Coffee,62.0,Bags - 5lbs,1.20146175
5lb Bag - Cardinal - Whole Bean,2025-11-21,Iced Coffee,77.0,Bags - 5lbs,1.25655677
5lb Bag - Cardinal - Whole Bean,2025-11-22,Iced Coffee,107.0,Bags - 5lbs,1.6654902299999998
5lb Bag - Cardinal - Whole Bean,2025-11-23,Iced Coffee,61.0,Bags - 5lbs,0.84931467
5lb Bag - Cardinal - Whole Bean,2025-11-24,Iced Coffee,79.0,Bags - 5lbs,0.85027248
5lb Bag - Cardinal - Whole Bean,2025-11-25,Iced Coffee,64.0,Bags - 5lbs,1.31632648
5lb Bag - Cardinal - Whole Bean,2025-11-26,Iced Coffee,62.0,Bags - 5lbs,1.04266025
5lb Bag - Cardinal - Whole Bean,2025-11-27,Iced Coffee,35.0,Bags - 5lbs,1.0498223
5lb Bag - Cardinal - Whole Bean,2025-11-28,Iced Coffee,25.0,Bags - 5lbs,0.25995820000000003
5lb Bag - Cardinal - Whole Bean,2025-11-29,Iced Coffee,39.0,Bags - 5lbs,0.65343866
5lb Bag - Cardinal - Whole Bean,2025-11-30,Iced Coffee,54.0,Bags - 5lbs,0.88700928
5lb Bag - Cardinal - Whole Bean,2025-12-01,Iced Coffee,66.0,Bags - 5lbs,0.90491912
5lb Bag - Cardinal - Whole Bean,2025-12-02,Iced Coffee,48.0,Bags - 5lbs,0.51672266
5lb Bag - Cardinal - Whole Bean,2025-12-03,Iced Coffee,74.0,Bags - 5lbs,1.31349509
5lb Bag - Cardinal - Whole Bean,2025-12-04,Iced Coffee,59.0,Bags - 5lbs,0.8996062499999999
5lb Bag - Cardinal - Whole Bean,2025-12-05,Iced Coffee,61.0,Bags - 5lbs,1.23692821
5lb Bag - Cardinal - Whole Bean,2025-12-06,Iced Coffee,106.0,Bags - 5lbs,1.51940916
5lb Bag - Cardinal - Whole Bean,2025-12-07,Iced Coffee,77.0,Bags - 5lbs,1.11936454
5lb Bag - Cardinal - Whole Bean,2025-12-08,Iced Coffee,72.0,Bags - 5lbs,0.76262341
5lb Bag - Cardinal - Whole Bean,2025-12-09,Iced Coffee,65.0,Bags - 5lbs,0.67582998
5lb Bag - Cardinal - Whole Bean,2025-12-10,Iced Coffee,60.0,Bags - 5lbs,0.73317041
5lb Bag - Cardinal - Whole Bean,2025-12-11,Iced Coffee,76.0,Bags - 5lbs,0.90845431
5lb Bag - Cardinal - Whole Bean,2025-12-12,Iced Coffee,66.0,Bags - 5lbs,0.85406834
5lb Bag - Cardinal - Whole Bean,2025-12-13,Iced Coffee,100.0,Bags - 5lbs,2.43551113
5lb Bag - Cardinal - Whole Bean,2025-12-14,Iced Coffee,45.0,Bags - 5lbs,0.7975132699999999
5lb Bag - Cardinal - Whole Bean,2025-12-15,Iced Coffee,53.0,Bags - 5lbs,1.4322333999999999
5lb Bag - Cardinal - Whole Bean,2025-12-16,Iced Coffee,67.0,Bags - 5lbs,1.04702644
5lb Bag - Cardinal - Whole Bean,2025-12-17,Iced Coffee,59.0,Bags - 5lbs,0.7268208899999999
5lb Bag - Cardinal - Whole Bean,2025-12-18,Iced Coffee,60.0,Bags - 5lbs,0.84600554
5lb Bag - Cardinal - Whole Bean,2025-12-19,Iced Coffee,80.0,Bags - 5lbs,1.13500977
5lb Bag - Cardinal - Whole Bean,2025-12-20,Iced Coffee,65.0,Bags - 5lbs,0.70557354
5lb Bag - Cardinal - Whole Bean,2025-12-21,Iced Coffee,57.0,Bags - 5lbs,1.50556586
5lb Bag - Cardinal - Whole Bean,2025-12-22,Iced Coffee,61.0,Bags - 5lbs,0.85934315
5lb Bag - Cardinal - Whole Bean,2025-12-23,Iced Coffee,54.0,Bags - 5lbs,1.00728186
5lb Bag - Cardinal - Whole Bean,2025-12-24,,0.0,,0.0
5lb Bag - Cardinal - Whole Bean,2025-12-25,,0.0,,0.0
5lb Bag - Cardinal - Whole Bean,2025-12-26,Iced Coffee,1.0,Bags - 5lbs,0.01
5lb Bag - Cardinal - Whole Bean,2025-12-27,Iced Coffee,42.0,Bags - 5lbs,0.53422927
5lb Bag - Cardinal - Whole Bean,2025-12-28,Iced Coffee,35.0,Bags - 5lbs,0.57850034
5lb Bag - Cardinal - Whole Bean,2025-12-29,Iced Coffee,50.0,Bags - 5lbs,1.01645047
5lb Bag - Cardinal - Whole Bean,2025-12-30,Iced Coffee,43.0,Bags - 5lbs,0.46995295
5lb Bag - Cardinal - Whole Bean,2025-12-31,Iced Coffee,34.0,Bags - 5lbs,0.55811811
5lb Bag - Cardinal - Whole Bean,2026-01-01,Iced Coffee,45.0,Bags - 5lbs,0.76303937
5lb Bag - Cardinal - Whole Bean,2026-01-02,Iced Coffee,47.0,Bags - 5lbs,0.60964805
5lb Bag - Cardinal - Whole Bean,2026-01-03,Iced Coffee,53.0,Bags - 5lbs,0.68017415
5lb Bag - Cardinal - Whole Bean,2026-01-04,Iced Coffee,47.0,Bags - 5lbs,0.8893065
5lb Bag - Cardinal - Whole Bean,2026-01-05,Iced Coffee,48.0,Bags - 5lbs,0.51654982
5lb Bag - Cardinal - Whole Bean,2026-01-06,Iced Coffee,54.0,Bags - 5lbs,0.8987805
5lb Bag - Cardinal - Whole Bean,2026-01-07,Iced Coffee,75.0,Bags - 5lbs,2.20386439
5lb Bag - Cardinal - Whole Bean,2026-01-08,Iced Coffee,64.0,Bags - 5lbs,0.87454496
5lb Bag - Cardinal - Whole Bean,2026-01-09,Iced Coffee,59.0,Bags - 5lbs,0.82004734
5lb Bag - Cardinal - Whole Bean,2026-01-10,Iced Coffee,58.0,Bags - 5lbs,0.63100564
5lb Bag - Cardinal - Whole Bean,2026-01-11,Iced Coffee,59.0,Bags - 5lbs,0.74586551
5lb Bag - Cardinal - Whole Bean,2026-01-12,Iced Coffee,50.0,Bags - 5lbs,0.8224504699999999
5lb Bag - Cardinal - Whole Bean,2026-01-13,Iced Coffee,82.0,Bags - 5lbs,1.24586964
5lb Bag - Cardinal - Whole Bean,2026-01-14,Iced Coffee,75.0,Bags - 5lbs,1.17594041
5lb Bag - Cardinal - Whole Bean,2026-01-15,Blended Drinks,64.0,Bags - 5lbs,0.68248712
5lb Bag - Cardinal - Whole Bean,2026-01-16,Iced Coffee,59.0,Bags - 5lbs,0.71982089
5lb Bag - Cardinal - Whole Bean,2026-01-17,Iced Coffee,48.0,Bags - 5lbs,0.80816647
5lb Bag - Cardinal - Whole Bean,2026-01-18,Blended Drinks,40.0,Bags - 5lbs,0.42757879
5lb Bag - Cardinal - Whole Bean,2026-01-19,Iced Coffee,37.0,Bags - 5lbs,0.65345956
5lb Bag - Cardinal - Whole Bean,2026-01-20,Iced Coffee,60.0,Bags - 5lbs,0.77973831
5lb Bag - Cardinal - Whole Bean,2026-01-21,Iced Coffee,48.0,Bags - 5lbs,1.69185885
5lb Bag - Cardinal - Whole Bean,2026-01-22,Iced Coffee,52.0,Bags - 5lbs,0.65498566
5lb Bag - Cardinal - Whole Bean,2026-01-23,Iced Coffee,55.0,Bags - 5lbs,0.70426057
5lb Bag - Cardinal - Whole Bean,2026-01-24,Iced Coffee,57.0,Bags - 5lbs,1.69522402
5lb Bag - Emblem Espresso - Whole Bean,2025-01-01,Espresso Drinks,107.0,Bags - 5lbs,1.171
5lb Bag - Emblem Espresso - Whole Bean,2025-01-02,Espresso Drinks,131.0,Bags - 5lbs,1.44
5lb Bag - Emblem Espresso - Whole Bean,2025-01-03,Refill Coffee,125.0,Bags - 5lbs,1.49
5lb Bag - Emblem Espresso - Whole Bean,2025-01-04,Espresso Drinks,164.0,Bags - 5lbs,1.7799999999999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-05,Espresso Drinks,173.0,Bags - 5lbs,1.8849999999999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-06,Espresso Drinks,96.0,Bags - 5lbs,1.056
5lb Bag - Emblem Espresso - Whole Bean,2025-01-07,Espresso Drinks,145.0,Bags - 5lbs,1.5786192
5lb Bag - Emblem Espresso - Whole Bean,2025-01-08,Espresso Drinks,144.0,Bags - 5lbs,1.56544768
5lb Bag - Emblem Espresso - Whole Bean,2025-01-09,Espresso Drinks,198.0,Bags - 5lbs,2.18372384
5lb Bag - Emblem Espresso - Whole Bean,2025-01-10,Refill Coffee,174.0,Bags - 5lbs,2.03444768
5lb Bag - Emblem Espresso - Whole Bean,2025-01-11,Espresso Drinks,202.0,Bags - 5lbs,2.2135145599999997
5lb Bag - Emblem Espresso - Whole Bean,2025-01-12,Espresso Drinks,189.0,Bags - 5lbs,2.08017152
5lb Bag - Emblem Espresso - Whole Bean,2025-01-13,Espresso Drinks,134.0,Bags - 5lbs,1.4741715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-14,Espresso Drinks,176.0,Bags - 5lbs,3.04217152
5lb Bag - Emblem Espresso - Whole Bean,2025-01-15,Espresso Drinks,151.0,Bags - 5lbs,1.63589536
5lb Bag - Emblem Espresso - Whole Bean,2025-01-16,Espresso Drinks,170.0,Bags - 5lbs,1.83289536
5lb Bag - Emblem Espresso - Whole Bean,2025-01-17,Espresso Drinks,191.0,Bags - 5lbs,2.09789536
5lb Bag - Emblem Espresso - Whole Bean,2025-01-18,Espresso Drinks,195.0,Bags - 5lbs,2.09917152
5lb Bag - Emblem Espresso - Whole Bean,2025-01-19,Refill Coffee,238.0,Bags - 5lbs,2.76044768
5lb Bag - Emblem Espresso - Whole Bean,2025-01-20,Espresso Drinks,218.0,Bags - 5lbs,2.3811715199999997
5lb Bag - Emblem Espresso - Whole Bean,2025-01-21,Espresso Drinks,137.0,Bags - 5lbs,1.5054476799999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-22,Refill Coffee,125.0,Bags - 5lbs,1.5107238399999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-23,Espresso Drinks,140.0,Bags - 5lbs,1.55217152
5lb Bag - Emblem Espresso - Whole Bean,2025-01-24,Espresso Drinks,161.0,Bags - 5lbs,2.7486192
5lb Bag - Emblem Espresso - Whole Bean,2025-01-25,Espresso Drinks,232.0,Bags - 5lbs,2.5346192
5lb Bag - Emblem Espresso - Whole Bean,2025-01-26,Espresso Drinks,187.0,Bags - 5lbs,2.06472384
5lb Bag - Emblem Espresso - Whole Bean,2025-01-27,Refill Coffee,148.0,Bags - 5lbs,1.8891715199999999
5lb Bag - Emblem Espresso - Whole Bean,2025-01-28,Espresso Drinks,145.0,Bags - 5lbs,1.7274476799999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-29,Refill Coffee,152.0,Bags - 5lbs,1.7951715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-01-30,Espresso Drinks,174.0,Bags - 5lbs,1.91517152
5lb Bag - Emblem Espresso - Whole Bean,2025-01-31,Espresso Drinks,153.0,Bags - 5lbs,1.6617238399999998
5lb Bag - Emblem Espresso - Whole Bean,2025-02-01,Espresso Drinks,246.0,Bags - 5lbs,2.69017152
5lb Bag - Emblem Espresso - Whole Bean,2025-02-02,Espresso Drinks,167.0,Bags - 5lbs,1.81244768
5lb Bag - Emblem Espresso - Whole Bean,2025-02-03,Refill Coffee,135.0,Bags - 5lbs,1.60217152
5lb Bag - Emblem Espresso - Whole Bean,2025-02-04,Refill Coffee,151.0,Bags - 5lbs,1.7934476799999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-05,Espresso Drinks,140.0,Bags - 5lbs,1.5346191999999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-06,Refill Coffee,122.0,Bags - 5lbs,1.47444768
5lb Bag - Emblem Espresso - Whole Bean,2025-02-07,Espresso Drinks,182.0,Bags - 5lbs,1.9708953599999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-08,Espresso Drinks,208.0,Bags - 5lbs,2.40844768
5lb Bag - Emblem Espresso - Whole Bean,2025-02-09,Refill Coffee,188.0,Bags - 5lbs,2.195
5lb Bag - Emblem Espresso - Whole Bean,2025-02-10,Refill Coffee,89.0,Bags - 5lbs,1.1179999999999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-11,Espresso Drinks,132.0,Bags - 5lbs,1.44117152
5lb Bag - Emblem Espresso - Whole Bean,2025-02-12,Espresso Drinks,125.0,Bags - 5lbs,1.3558953599999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-13,Espresso Drinks,161.0,Bags - 5lbs,1.7914476799999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-14,Espresso Drinks,180.0,Bags - 5lbs,1.9581715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-02-15,Refill Coffee,188.0,Bags - 5lbs,2.20217152
5lb Bag - Emblem Espresso - Whole Bean,2025-02-16,Espresso Drinks,170.0,Bags - 5lbs,1.85744768
5lb Bag - Emblem Espresso - Whole Bean,2025-02-17,Espresso Drinks,180.0,Bags - 5lbs,1.9668953599999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-18,Espresso Drinks,157.0,Bags - 5lbs,1.7209999999999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-19,Espresso Drinks,170.0,Bags - 5lbs,1.8651715199999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-20,Espresso Drinks,166.0,Bags - 5lbs,1.8047238399999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-21,Espresso Drinks,166.0,Bags - 5lbs,1.7987238399999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-22,Espresso Drinks,216.0,Bags - 5lbs,2.3576192
5lb Bag - Emblem Espresso - Whole Bean,2025-02-23,Espresso Drinks,182.0,Bags - 5lbs,1.9954476799999998
5lb Bag - Emblem Espresso - Whole Bean,2025-02-24,Espresso Drinks,158.0,Bags - 5lbs,1.71072384
5lb Bag - Emblem Espresso - Whole Bean,2025-02-25,Espresso Drinks,156.0,Bags - 5lbs,1.7028953599999999
5lb Bag - Emblem Espresso - Whole Bean,2025-02-26,Espresso Drinks,145.0,Bags - 5lbs,1.583
5lb Bag - Emblem Espresso - Whole Bean,2025-02-27,Refill Coffee,166.0,Bags - 5lbs,2.1029999999999998
5lb Bag - Emblem Espresso - Whole Bean,2025-02-28,Espresso Drinks,173.0,Bags - 5lbs,1.8937238399999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-01,Espresso Drinks,170.0,Bags - 5lbs,1.9860668799999999
5lb Bag - Emblem Espresso - Whole Bean,2025-03-02,Espresso Drinks,207.0,Bags - 5lbs,2.2584476799999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-03,Espresso Drinks,124.0,Bags - 5lbs,1.36072384
5lb Bag - Emblem Espresso - Whole Bean,2025-03-04,Espresso Drinks,170.0,Bags - 5lbs,1.86789536
5lb Bag - Emblem Espresso - Whole Bean,2025-03-05,Espresso Drinks,138.0,Bags - 5lbs,1.5114476799999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-06,Espresso Drinks,161.0,Bags - 5lbs,1.77217152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-07,Espresso Drinks,166.0,Bags - 5lbs,1.83217152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-08,Espresso Drinks,262.0,Bags - 5lbs,2.8568953599999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-09,Espresso Drinks,182.0,Bags - 5lbs,1.9856192
5lb Bag - Emblem Espresso - Whole Bean,2025-03-10,Espresso Drinks,144.0,Bags - 5lbs,1.5824476799999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-11,Refill Coffee,159.0,Bags - 5lbs,2.0084476799999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-12,Refill Coffee,151.0,Bags - 5lbs,1.8011715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-13,Espresso Drinks,191.0,Bags - 5lbs,2.10272384
5lb Bag - Emblem Espresso - Whole Bean,2025-03-14,Refill Coffee,203.0,Bags - 5lbs,2.3754476799999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-15,Espresso Drinks,247.0,Bags - 5lbs,2.7017238399999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-16,Espresso Drinks,172.0,Bags - 5lbs,1.87344768
5lb Bag - Emblem Espresso - Whole Bean,2025-03-17,Espresso Drinks,139.0,Bags - 5lbs,1.50717152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-18,Espresso Drinks,170.0,Bags - 5lbs,1.84817152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-19,Espresso Drinks,152.0,Bags - 5lbs,1.6677238399999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-20,Espresso Drinks,167.0,Bags - 5lbs,1.8271715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-21,Espresso Drinks,229.0,Bags - 5lbs,2.4802383999999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-22,Espresso Drinks,251.0,Bags - 5lbs,2.8754476799999997
5lb Bag - Emblem Espresso - Whole Bean,2025-03-23,Espresso Drinks,232.0,Bags - 5lbs,2.546
5lb Bag - Emblem Espresso - Whole Bean,2025-03-24,Espresso Drinks,176.0,Bags - 5lbs,1.9201715199999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-25,Espresso Drinks,185.0,Bags - 5lbs,2.00717152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-26,Espresso Drinks,176.0,Bags - 5lbs,1.9076191999999998
5lb Bag - Emblem Espresso - Whole Bean,2025-03-27,Espresso Drinks,275.0,Bags - 5lbs,3.02172384
5lb Bag - Emblem Espresso - Whole Bean,2025-03-28,Espresso Drinks,219.0,Bags - 5lbs,2.3846192
5lb Bag - Emblem Espresso - Whole Bean,2025-03-29,Espresso Drinks,319.0,Bags - 5lbs,3.6316192
5lb Bag - Emblem Espresso - Whole Bean,2025-03-30,Espresso Drinks,284.0,Bags - 5lbs,5.09217152
5lb Bag - Emblem Espresso - Whole Bean,2025-03-31,Espresso Drinks,153.0,Bags - 5lbs,1.6737238399999999
5lb Bag - Emblem Espresso - Whole Bean,2025-04-01,Espresso Drinks,173.0,Bags - 5lbs,1.8871715199999999
5lb Bag - Emblem Espresso - Whole Bean,2025-04-02,Espresso Drinks,186.0,Bags - 5lbs,2.03672384
5lb Bag - Emblem Espresso - Whole Bean,2025-04-03,Espresso Drinks,162.0,Bags - 5lbs,1.7536192
5lb Bag - Emblem Espresso - Whole Bean,2025-04-04,Espresso Drinks,204.0,Bags - 5lbs,2.21617152
5lb Bag - Emblem Espresso - Whole Bean,2025-04-05,Espresso Drinks,313.0,Bags - 5lbs,3.4178953599999997
5lb Bag - Emblem Espresso - Whole Bean,2025-04-06,Espresso Drinks,325.0,Bags - 5lbs,3.5412383999999997
5lb Bag - Emblem Espresso - Whole Bean,2025-04-07,Espresso Drinks,154.0,Bags - 5lbs,1.68917152
5lb Bag - Emblem Espresso - Whole Bean,2025-04-08,Espresso Drinks,181.0,Bags - 5lbs,1.9686191999999998
5lb Bag - Emblem Espresso - Whole Bean,2025-04-09,Packaged Coffee,232.0,Eaches,3.50879072
5lb Bag - Emblem Espresso - Whole Bean,2025-04-10,Espresso Drinks,176.0,Bags - 5lbs,1.9108953599999998
5lb Bag - Emblem Espresso - Whole Bean,2025-04-11,Espresso Drinks,175.0,Bags - 5lbs,1.90534304
5lb Bag - Emblem Espresso - Whole Bean,2025-04-12,Packaged Coffee,321.0,Eaches,4.46717152
5lb Bag - Emblem Espresso - Whole Bean,2025-04-13,Espresso Drinks,198.0,Bags - 5lbs,2.1518953599999997
5lb Bag - Emblem Espresso - Whole Bean,2025-04-14,Refill Coffee,138.0,Bags - 5lbs,1.6417238399999998
5lb Bag - Emblem Espresso - Whole Bean,2025-04-15,Espresso Drinks,175.0,Bags - 5lbs,1.89717152
5lb Bag - Emblem Espresso - Whole Bean,2025-04-16,Espresso Drinks,141.0,Bags - 5lbs,1.54444768
5lb Bag - Emblem Espresso - Whole Bean,2025-04-17,Refill Coffee,159.0,Bags - 5lbs,1.87872384
